id,type,lod,point_count,unique_point_count,surface_count,actual_volume,convex_hull_volume,obb_volume,aabb_volume,footprint_perimeter,obb_width,obb_length,surface_area,ground_area,wall_area,roof_area,ground_point_count,wall_point_count,roof_point_count,ground_surface-count,wall_surface_count,roof_surface_count,max_Z,min_Z,height_range,mean_Z,median_Z,std_Z,mode_Z,ground_Z,orientation_values,orientation_edges,errors,valid,hole_count,geometry,2d_grid_point_count,3d_grid_point_count,circularity_2d,hemisphericality_3d,convexity_2d,convexity_3d,fractality_2d,fractality_3d,rectangularity_2d,rectangularity_3d,squareness_2d,cubeness_3d,horizontal_elongation,min_vertical_elongation,max_vertical_elongation,form_factor_3D,equivalent_rectangularity_index_2d,equivalent_prism_index_3d,proximity_index_2d_,proximity_index_3d,exchange_index_2d,exchange_index_3d,spin_index_2d,spin_index_3d,perimeter_index_2d,circumference_index_3d,depth_index_2d,depth_index_3d,girth_index_2d,girth_index_3d,dispersion_index_2d,dispersion_index_3d,range_index_2d,range_index_3d,roughness_index_2d,roughness_index_3d,shared_walls_area,closest_distance
NL.IMBAG.Pand.0363100012061442-0,BuildingPart,1.2,24,8,6,334.9941652099135,334.99416520887365,335.31437373121275,663.4369169835626,32.025144588340154,5.403327955832775,10.615293846126285,301.82527826374906,57.30314150015626,187.21899526343657,57.30314150015626,4,16,4,1,4,1,3.299001556396484,3.299001556396484,0.0,3.299001556396484,3.299001556396484,0.0,3.299001556396484,-2.5469984436035165,"[ 0.          0.          0.          0.          0.          0.
 31.58785523  0.          0.          0.          0.          0.
  0.          0.          0.         62.0570267   0.          0.
  0.          0.          0.          0.          0.          0.
 31.53831232  0.          0.          0.          0.          0.
  0.          0.          0.         62.03580101  0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127371.0305625 481429.52175 -2.5469984436035165, 127361.5045625 481424.83775 -2.5469984436035165, 127359.1235625 481429.67875 -2.5469984436035165, 127368.6425625 481434.36875 -2.5469984436035165, 127371.0305625 481429.52175 -2.5469984436035165))",120,365,0.7021115176003353,0.48041329443992553,1.0,1.000000000003104,0.4160781047909238,0.3211596516830939,0.9990450751399487,0.9990450498207514,0.9454925430815226,0.9588569103880942,0.490986492304728,0.6892218336847689,0.3894500605251465,1.1880104748405838,0.9999000404787728,0.9999601880485053,0.9037978920263293,0.8643936750356576,0.7467213127164641,0.6701370579929811,0.7778826794546645,0.7138360529837401,0.8379209494936471,0.7728348122993495,0.7930866974922502,0.7223280019334762,0.6319522167550077,0.5794105664261817,0.7662536004342042,0.7857105065396484,0.7173055183998098,0.6495584467213219,0.8603639136303891,0.9528989062522647,126.50055251786628,0.0
NL.IMBAG.Pand.0363100012061742-0,BuildingPart,1.2,36,12,8,392.74756762541995,392.84981005733675,476.3718512921247,775.8159876432869,31.82343567895017,5.953053274783181,11.627642107074445,333.20967634287115,57.068812500060986,219.00888434253503,57.068812500060986,6,24,6,1,6,1,4.258001556396483,4.258001556396483,0.0,4.258001556396483,4.258001556396483,0.0,4.258001556396483,-2.6239984436035164,"[ 0.          0.          0.          0.          0.         43.15532049
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         65.05445903  0.          0.
  0.          0.          0.          0.         43.76893568  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         67.03016915  0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127366.0135625 481297.70775 -2.6239984436035164, 127361.3515625 481302.03375 -2.6239984436035164, 127370.0785625 481306.35875 -2.6239984436035164, 127374.2995625 481302.09275 -2.6239984436035164, 127374.1955625 481302.04175000003 -2.6239984436035164, 127374.3825625 481301.84775 -2.6239984436035164, 127366.0135625 481297.70775 -2.6239984436035164))",126,444,0.7081325712686811,0.48570412536073176,0.9997397416763874,0.9997397416791372,0.4156039704966372,0.3144435007287891,0.824455862805814,0.8244558669033869,0.949537989052716,0.9658840309959617,0.48802575621404387,0.6338035246367064,0.2847365276515914,1.0641181066689775,1.0032350241125705,1.004015482697942,0.9383991399025774,0.8789472724304832,0.8091584525180117,0.745309284379189,0.8457020349347281,0.7421084803464046,0.841506132638783,0.7784986432392422,0.8392380248235797,0.715280370358211,0.6945775818884008,0.6099585144529888,0.8097700213823456,0.8166628464616534,0.6540824491123921,0.6165073188206672,0.8535367397991624,0.9340797027033279,43.58449848077406,-0.0
NL.IMBAG.Pand.0363100012061748-0,BuildingPart,1.2,30,10,7,692.3572089206523,692.380807666509,700.9777607369025,1346.3965598718587,36.92195238169868,6.52004309634911,12.020484610106564,485.05042710205885,77.41024250007291,330.2299421019131,77.41024250007291,5,20,5,1,5,1,5.002001556396484,5.002001556396484,0.0,5.002001556396484,5.002001556396484,0.0,5.002001556396484,-3.9419984436035165,"[  0.           0.           0.           0.           0.
   0.         107.50666049   0.           0.           0.
   0.           0.           0.           0.           0.
  58.31527407   0.           0.           0.           0.
   0.           0.           0.           0.         107.52069692
   0.           0.           0.           0.           0.
   0.           0.           0.          56.88731062   0.
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127359.6535625 481481.26175 -3.9419984436035165, 127365.3595625 481484.07175 -3.9419984436035165, 127370.6705625 481473.28875 -3.9419984436035165, 127365.1445625 481470.56775 -3.9419984436035165, 127364.8215625 481470.40775 -3.9419984436035165, 127359.6535625 481481.26175 -3.9419984436035165))",168,792,0.7135739321495528,0.4873725560346365,0.9999659165259521,0.9999659165222441,0.3974296824466653,0.29497255157861035,0.987702117526284,0.9877021036912956,0.9531791796430389,0.9680946900592844,0.45758899846124346,0.5838768802889269,0.2328269180924052,0.9891108115044679,0.9981146297347914,0.9986356810383779,0.9118653188780392,0.8888615797278091,0.7629452495760047,0.71817661974869,0.7970699697051586,0.7664979246990746,0.8447330537806325,0.7802804255508172,0.7907473351016728,0.6937315738177596,0.6480745415209803,0.5708021884778067,0.7807515723106582,0.8151300639686897,0.7260057203408589,0.6717331695808263,0.8430431964676449,0.9101877529966611,98.69601876797256,-0.0
NL.IMBAG.Pand.0363100012061983-0,BuildingPart,1.2,36,12,8,510.35434128084444,524.9969950497484,541.0324725602509,1062.2008602017286,33.49712067314599,5.109373138378726,11.64908503585966,419.9620539188169,56.1445920000929,304.4888269188971,56.1445920000929,6,24,6,1,6,1,6.633001556396485,6.633001556396485,0.0,6.6330015563964855,6.633001556396485,8.881784197001252e-16,6.633001556396485,-2.456998443603516,"[  0.           0.           0.           0.           0.
   0.          46.44292957   0.           0.           0.
   0.           0.           0.           0.           0.
 106.09244342   0.           0.           0.           0.
   0.           0.           0.           0.          46.18829455
   0.           0.           0.           0.           0.
   0.           0.           0.         105.76515938   0.
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127326.9575625 481617.04575 -2.456998443603516, 127337.1345625 481622.68575 -2.456998443603516, 127338.3615625 481620.47175 -2.456998443603516, 127337.2685625 481619.86575 -2.456998443603516, 127338.5375625 481617.62175 -2.456998443603516, 127329.4085625 481612.59475 -2.456998443603516, 127326.9575625 481617.04575 -2.456998443603516))",132,666,0.6287859639412356,0.45105116183412475,0.9721090712743814,0.9721090712766528,0.42645922867485997,0.31094905539186357,0.9432970889914023,0.9432970610169983,0.894759830605062,0.9193784681154864,0.5613927512203388,0.43059892378002596,0.22970421536362506,0.8791440771563742,0.9718087941262484,0.9778239528333122,0.8707355915868753,0.8482345292026203,0.7172365506026237,0.6880195643170594,0.7135311998817994,0.6980391763347567,0.7929602536957547,0.7410153466490758,0.7321033724941833,0.6065233239755055,0.5860284299413923,0.5092613563206033,0.7425985950380365,0.7998030328055626,0.6652681561023417,0.6345487035644891,0.7990454966439458,0.9168391235895815,200.4624312704948,-0.0
NL.IMBAG.Pand.0363100012062116-0,BuildingPart,1.2,96,32,18,713.5668837248923,838.9914965613624,1174.6249615962274,1305.594146620067,49.51067741758001,12.853789088152926,15.533496415354705,557.1462482479843,121.29302800015158,291.27131524762314,121.29302800015158,16,64,16,1,16,1,2.9760015563964837,2.9760015563964837,0.0,2.9760015563964837,2.9760015563964837,0.0,2.9760015563964837,-2.9069984436035163,"[ 0.         44.78781873  0.          0.          0.         27.23742914
  0.          0.          0.          0.         52.35329081  0.
  0.          0.         38.42794198  0.          0.          0.
  0.          0.          0.          0.          0.         79.67082876
  0.          0.          0.          0.         22.24489263  0.
  0.          0.         26.5491132   0.          0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127499.74756250001 481808.44475 -2.9069984436035163, 127498.8475625 481803.09775 -2.9069984436035163, 127498.7905625 481803.05675 -2.9069984436035163, 127501.4625625 481799.27575000003 -2.9069984436035163, 127499.8825625 481798.15575000003 -2.9069984436035163, 127499.5665625 481795.62675 -2.9069984436035163, 127497.0985625 481793.88475 -2.9069984436035163, 127492.0625625 481800.98575 -2.9069984436035163, 127490.8425625 481800.10575 -2.9069984436035163, 127488.0295625 481804.04075000004 -2.9069984436035163, 127490.3555625 481805.69975 -2.9069984436035163, 127490.8325625 481808.20775 -2.9069984436035163, 127492.1635625 481809.19275 -2.9069984436035163, 127492.3565625 481810.40575000003 -2.9069984436035163, 127499.7395625 481809.38575 -2.9069984436035163, 127499.5895625 481808.46975 -2.9069984436035163, 127499.74756250001 481808.44475 -2.9069984436035163))",238,725,0.6217960589562516,0.43501878381648884,0.8505055017226414,0.8505055017237629,0.38518993645496036,0.30253274753967907,0.6074848436339743,0.6074848628750475,0.8897726288347918,0.8974614395975529,0.17251153607328973,0.8084139284021892,0.7684728187162022,1.5189589847005018,0.8937637091433355,0.9852955151578103,0.930781621496243,0.8291379250716857,0.8115843515434821,0.6292920374255135,0.8352470659689507,0.6501465470981536,0.7885404612042756,0.7233503098356466,0.7595170069339875,0.6821812952605117,0.656507817527964,0.450319337144756,0.8194127086616607,0.7677596878874607,0.7226543055722889,0.6100092145289647,0.701315009879606,0.851453716451319,124.35962978813765,-0.0
NL.IMBAG.Pand.0363100012062477-0,BuildingPart,1.2,24,8,6,73.26728082065337,73.2672808205078,73.268995785908,147.36909556936476,16.51051604638943,2.902302014766213,5.353081357137516,108.93538367504962,15.535895000138542,77.86359367477255,15.535895000138542,4,16,4,1,4,1,1.9190015563964833,1.9190015563964833,0.0,1.9190015563964833,1.9190015563964833,0.0,1.9190015563964833,-2.7969984436035165,"[ 0.          0.          0.          0.          0.          0.
 13.68725631  0.          0.          0.          0.          0.
  0.          0.          0.         25.24454052  0.          0.
  0.          0.          0.          0.          0.          0.
 13.68725631  0.          0.          0.          0.          0.
  0.          0.          0.         25.24454052  0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((126693.6055625 481052.38875000004 -2.7969984436035165, 126688.9225625 481049.79575 -2.7969984436035165, 126687.5165625 481052.33475000004 -2.7969984436035165, 126692.1995625 481054.92775000003 -2.7969984436035165, 126693.6055625 481052.38875000004 -2.7969984436035165))",42,104,0.7161843822460553,0.4845825954169139,1.0,1.0000000000019866,0.5108495747046202,0.3897053202446803,0.9999765833014485,0.9999765935750007,0.9549210840678938,0.9643965888448341,0.4578259097638342,0.641514591621555,0.33880018460068384,0.8872844999244974,1.0000034755099305,1.000001923666655,0.9360648449485949,0.8535540610673241,0.7666759332302612,0.7104776054377271,0.8581485359889478,0.715080453017912,0.846276776383504,0.777299770849401,0.7822962423077208,0.7255766263159266,0.6525584313055756,0.4789654430752735,0.7835649158364177,0.8097059889491839,0.7303989599552523,0.6740701598051079,0.9142316693449118,0.9298982657675791,50.36596240686911,-0.0
NL.IMBAG.Pand.0363100012062749-0,BuildingPart,1.2,144,48,26,530.8136176215401,700.8216208670444,852.965659558197,1313.9548578834588,50.88727192932193,8.646837232560907,16.756381043010535,533.9969578467753,90.16708300009175,299.5733698479183,90.16708300009175,24,96,24,1,24,1,2.9840015563964837,2.9840015563964837,0.0,2.9840015563964837,2.9840015563964837,0.0,2.9840015563964837,-2.9029984436035168,"[ 0.         15.28872035  0.          0.          0.         76.52793687
  3.03760158  0.          0.          0.         10.97799704  0.
  0.          0.49000214 42.73873746  0.          0.          0.
  0.         11.33577736  0.          0.          0.         63.06288692
 28.37996251  0.          0.          0.          0.          0.
  0.          0.         46.80851423  0.          0.9252334   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127405.4385625 481738.42275 -2.9029984436035168, 127405.3905625 481738.35475 -2.9029984436035168, 127404.2445625 481737.52075 -2.9029984436035168, 127407.0145625 481733.72375 -2.9029984436035168, 127404.6805625 481732.03675 -2.9029984436035168, 127404.9105625 481731.70675 -2.9029984436035168, 127404.1205625 481731.13675 -2.9029984436035168, 127403.9025625 481729.28475 -2.9029984436035168, 127402.30056250001 481728.10675000004 -2.9029984436035168, 127401.1905625 481729.63675 -2.9029984436035168, 127398.2225625 481733.64575 -2.9029984436035168, 127399.4525625 481734.52575000003 -2.9029984436035168, 127396.7455625 481738.51475000003 -2.9029984436035168, 127395.7195625 481739.95775 -2.9029984436035168, 127393.8105625 481740.20975000004 -2.9029984436035168, 127392.6435625 481741.80175000004 -2.9029984436035168, 127395.1985625 481743.63775 -2.9029984436035168, 127395.2595625 481743.54175000003 -2.9029984436035168, 127395.4085625 481743.59175 -2.9029984436035168, 127397.3015625 481740.96175 -2.9029984436035168, 127399.8615625 481740.52475000004 -2.9029984436035168, 127400.9755625 481741.32975000003 -2.9029984436035168, 127400.9225625 481741.40175 -2.9029984436035168, 127402.4775625 481742.52475000004 -2.9029984436035168, 127405.4385625 481738.42275 -2.9029984436035168))",240,600,0.4375619470443013,0.3796792739210698,0.7574161552911384,0.7574161552904527,0.42721272813785216,0.32244637248164976,0.6223153427756438,0.6223153437343314,0.7464055025575023,0.8196373075409128,0.48396749809126005,0.8219184948863897,0.6549025411095056,1.3753713796821492,0.7876165273287419,0.8944181689946237,0.8329882577181101,0.7679230468473939,0.7376771648004841,0.6234937750204197,0.6314375230021351,0.5408818058041152,0.6614846536725559,0.660624372483837,0.6195380510696136,0.6015348198545145,0.5737708548976507,0.49699442230375857,0.7397147151709249,0.7313010533408006,0.6274047523734377,0.5561191589269667,0.5656035771215651,0.9303938185915154,66.0921800857027,-0.0
NL.IMBAG.Pand.0363100012062786-0,BuildingPart,1.2,30,10,7,955.7690970419886,955.7690970413184,956.888973694437,1784.931793271406,33.69469410183084,7.452181158504459,9.411014131956808,599.8314173253791,70.05050549999956,459.73040632538,70.05050549999956,5,20,5,1,5,1,11.104001556396485,11.104001556396485,0.0,11.104001556396485,11.104001556396485,0.0,11.104001556396485,-2.5399984436035163,"[  0.           0.           0.           0.           0.
   0.         128.24284837   0.           0.           0.
   0.           0.           0.           0.           0.
 101.63819289   0.           0.           0.           0.
   0.           0.           0.           0.         128.17113034
   0.           0.           0.           0.           0.
   0.           0.           0.         101.67823473   0.
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127097.5375625 481825.31575 -2.5399984436035163, 127091.0175625 481821.71275 -2.5399984436035163, 127086.4865625 481829.94175 -2.5399984436035163, 127089.0555625 481831.37575 -2.5399984436035163, 127093.0065625 481833.55075 -2.5399984436035163, 127097.5375625 481825.31575 -2.5399984436035163))",144,1157,0.7753505542562813,0.4892382000429802,1.0,1.0000000000007012,0.3959617167991928,0.2847800220752713,0.9988296923624159,0.9988296691849999,0.9935829037938525,0.9705636701695015,0.20814260248539806,0.15246642535495936,0.3288742692753305,0.7219535961894258,1.0003548207141943,1.0002135118577478,0.9803970829299192,0.8950294860332981,0.8862037488400909,0.7237233057270496,0.9499941577383169,0.7846090514623557,0.8805399220116492,0.7822704135869655,0.8721177376072695,0.6712767613494066,0.7887761955086621,0.5722001743966113,0.8867348383652196,0.8219807761119904,0.786750807570207,0.672503685234763,0.8757004861226314,0.8851444800025612,256.1885073997582,-0.0
NL.IMBAG.Pand.0363100012062892-0,BuildingPart,1.2,24,8,6,42072.93837628867,42072.93837630299,42072.947567147945,47238.5589515901,209.73510135410095,14.900920407867062,89.96664824256852,9263.497614899696,1340.585597001296,6582.326420897104,1340.585597001296,4,16,4,1,4,1,28.488001556396483,28.488001556396483,0.0,28.488001556396483,28.488001556396483,0.0,28.488001556396483,-2.895998443603516,"[2823.51272437    0.            0.            0.            0.
    0.            0.            0.            0.          467.65048608
    0.            0.            0.            0.            0.
    0.            0.            0.         2823.51272437    0.
    0.            0.            0.            0.            0.
    0.            0.          467.65048608    0.            0.
    0.            0.            0.            0.            0.
    0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127232.0285625 481271.73775000003 -2.895998443603516, 127142.0795625 481273.51875 -2.895998443603516, 127142.3745625 481288.41675000003 -2.895998443603516, 127232.3235625 481286.63575 -2.895998443603516, 127232.0285625 481271.73775000003 -2.895998443603516))",1547,43307,0.38296772299257315,0.35485550099325236,1.0,0.9999999999996596,0.32649923543806836,0.22287788758973426,0.9999998002188464,0.9999997815494325,0.6982905192477739,0.7835104968407602,0.8343728403920181,0.6833493065164883,0.4769404804205608,1.1082200068854888,1.000000071500694,1.0000000412976415,0.5953280397971636,0.641405648020299,0.4486795202895149,0.41995251456927607,0.30939487031606366,0.36345719325670517,0.6188438599457646,0.631506308397376,0.5121943048028356,0.5384865050611263,0.360670615592911,0.3443621520142019,0.5434748483209271,0.6113531197903078,0.4530479543229068,0.44744205679731824,0.7088035587376278,1.2879847308394503,934.5559339408119,-0.0
NL.IMBAG.Pand.0363100012062943-0,BuildingPart,1.2,24,8,6,337.2917690161876,337.29176901590887,337.3820020608721,582.5261007418416,32.19402701111143,5.508405705475731,10.591142053398562,302.8274682056681,58.32470500020534,186.17805820525734,58.32470500020534,4,16,4,1,4,1,3.4220015563964834,3.4220015563964834,0.0,3.4220015563964834,3.4220015563964834,0.0,3.4220015563964834,-2.3609984436035165,"[ 0.          0.          0.          0.          0.          0.
  0.         61.22298254  0.          0.          0.          0.
  0.          0.          0.          0.         31.85138069  0.
  0.          0.          0.          0.          0.          0.
  0.         61.2485745   0.          0.          0.          0.
  0.          0.          0.          0.         31.85512047  0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((127592.97856250001 481390.47175 -2.3609984436035165, 127587.7485625 481388.74475 -2.3609984436035165, 127584.4275625 481398.80175000004 -2.3609984436035165, 127589.6595625 481400.52475000004 -2.3609984436035165, 127592.97856250001 481390.47175 -2.3609984436035165))",108,355,0.7071504249470009,0.4813090564903219,1.0,1.0000000000008262,0.414417869140564,0.32075593346201103,0.9997325637289644,0.9997325493235166,0.9488792784747679,0.9600484413026249,0.47990446377705276,0.6768996639698164,0.3787673349850066,1.2036920405480271,1.000023688111829,1.000021500194163,0.9029175048863253,0.8748012558033073,0.7536771369509212,0.6732572105715429,0.777661444824442,0.7314420630515679,0.840922365588525,0.7737951814229421,0.7985462976065321,0.7365808870425756,0.6389911227776758,0.5780919353585052,0.771453038840622,0.7841794721054125,0.7218732500933988,0.6510871274949833,0.857882154248681,0.9335006543047729,122.4715568954741,0.0040000000000000036
